Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Wacken Open Air,2022-08-04,3,outdoor,Metal,"Comedy
Germanrock
Folk
Gothic
Hardcore(Metal)
Reading
Metal
Punk
Rock
Folkmusic",Schleswig-Holstein,"Wacken, DE 25596",83000,239.0,19837000.0
Leyendasdel Rock Festival,2022-08-04,3,outdoor,Metal,"Metal
Rock",Spain,"Ctra. Biar,1 Villena, ES 03400",15000,77.0,1155000.0
Klangtherapie Festival,2022-08-04,4,outdoor,Electronicmusic,"Dance
Electro
Trance",Bavaria,"Scherleithen Plankenfels, DE 95515",3500,,
Brass Wiesn Festival,2022-08-04,4,outdoor,Folkmusic,"Hip-Hop
Rock
Ska
Folkmusic",Bavaria,"Freizeitgelände Eching Garchinger Straße Eching, DE 85386",15000,85.0,1275000.0
Appletree Garden Festival,2022-08-04,3,outdoor,Rock,"Pop
Rock",LowerSaxony,"Bürgerpark Lüderbusch2 Diepholz, DE 49356",5000,128.0,640000.0
Szene Open Air,2022-08-04,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Punk
Rock",Austria,"Lustenau, AT 6890",21000,104.11,2186310.0
Rockenam Brocken Festival,2022-08-04,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Punk
Rock",Saxony-Anhalt,"Elend, DE 38875",6000,89.0,534000.0
Soundofthe Forest Festival,2022-08-04,4,outdoor,Mixed,"Electro
Funk
Pop
Reggae
Rock
Other",Hesse,"Marbach- Stausee Mossautal, DE 64756",5000,99.0,495000.0
Innrock Reloaded Festival,2022-08-04,3,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Austria,"Gegenüber Erdbeerland Maukenbach Radfeld, AT 6241",3000,129.9,389700.0
Love Sea Festival,2022-08-04,5,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)
Trance",Saxony-Anhalt,"Stausee Kelbra Lange Straße150 Kelbra, DE 06537",10000,108.9,1089000.0
Nature One,2022-08-05,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Rhineland-Palatinate,"Raketenbasis Pydna/ Kastellaun L225 Hasselbach, DE 56288",60000,99.05,5943000.0
Resist To Exist Festival,2022-08-05,3,outdoor,Punk,"Hardcore(Metal)
Punk
Rock
Ska",Brandenburg,"Oranienburger Weg Kremmen, DE 16766",2750,55.0,151250.0
Sticky Fingers Festival,2022-08-05,2,outdoor,Rock,"Punk
Rock
Rockabilly",Bavaria,"Weidersberg Marktredwitz, DE 95615",,,
Metal United Festival,2022-08-05,2,outdoor,Metal,Metal,Bavaria,"Eventhall Airport Obertraubling Ernst- Frenzel- Straße16 Obertraubling, DE 93083",,34.0,
One Love Festival,2022-08-05,2,outdoor,Reggae,Reggae,Austria,"Festivalgelände– Wiesen Schöllingstraße Wiesen, AT 7203",5500,0.0,0.0
Gut Sandbeck Open Air,2022-08-05,2,outdoor,Rock,"Blues
Rock",LowerSaxony,"Gut Sandbeck Sandbeckstr. Osterholz- Scharmbeck, DE 27711",,20.0,
Heimburger Metalnacht Festival,2022-08-05,2,outdoor,Metal,Metal,Saxony-Anhalt,"Metalnacht Platz Heimburg Heimburg, DE 38889",500,75.0,37500.0
Gassenfest Eberbach,2022-08-05,3,outdoor,Mixed,"Metal
Pop
Rock
Folkmusic",Baden-Württemberg,"Innenstadt Eberbach, DE 74673",15000,,
Elbenwald Festival,2022-08-05,3,outdoor,Conventions,"Folk
Gothic
Hardcore(Metal)
Classicalmusic
Metal",Brandenburg,"Spreeauenpark Kiekebuscher Allee3 Cottbus, DE 03042",15000,69.0,1035000.0
Tropen Tango Festival,2022-08-05,3,outdoor,Mixed,"Electro
Hip-Hop
Punk
Reggae
Rock",Hesse,"Sportplatz Lorch, DE 65391",3000,,
Gößnitz Open Air,2022-08-05,3,outdoor,Rock,"Metal
Punk
Rock",Thuringia,"Gößnitz Open Air Gelände Gößnitz, DE 04639",2000,,
Stadt Land Bass Festival,2022-08-05,3,outdoor,Electronicmusic,"Dance
Disco
Electro",Hesse,"SSC Sparta Franziusstraße35 Frankfurtam Main, DE 60314",6000,,
Apoldaer Musiksommer,2022-08-05,3,outdoor,Mixed,"Disco
Hip-Hop
Pop
Rock
Schlagermusic
Other
Folkmusic",Thuringia,"Festwiese Herressener Promenade Wiesenstraße Apolda, DE 99510",,,
Summer Dream Festival,2022-08-05,3,outdoor,Electronicmusic,"Electro
Goa",Mecklenburg-Western-Pomerania,"Am Sportplatz Blievenstorf, DE 19306",,59.0,
Kulturtag Oberscheid,2022-08-05,3,outdoor,Jazz,"Jazz
Art&culture",Rhineland-Palatinate,"Taftahü Oberscheide. V. Bonner Str.21 Buchholz, DE 53567",,,
Aqua Maria Festival,2022-08-05,2,outdoor,Rock,"Crossover
Metal
Rock",Brandenburg,"Plattenburg Aufder Burg1 Plattenburg, DE 19339",500,60.0,30000.0
Stadtteichfestival,2022-08-05,2,outdoor,Mixed,"Germanrock
Electro
House
Pop
Rock",Saxony,"Stadtteichwiese Wittichenau Särchener Straße Wittichenau, DE 02997",2000,,
Aund O Festival,2022-08-05,2,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Hardcore(Electro)
House",Bavaria,"Festivalgelände Oberpfälzer Seenland Industriestr.8 Wackersdorf, DE 92442",5000,55.0,275000.0
Jenseitsvon Millionen Festival,2022-08-05,3,outdoor,Rock,"Germanrock
Rock",Brandenburg,"Burg Friedland( Niederlausitz) Pestalozzistraße3 Friedland, DE 15848",750,45.0,33750.0
Fährmannsfest,2022-08-05,3,outdoor,Mixed,"Blues
Folk
Hip-Hop
Jazz
Pop
Punk
Reggae
Rock",LowerSaxony,"Faustwiese Zur Bettfedernfabrik3 Hannover, DE 30451",10000,74.75,747500.0
Nonstock Festival,2022-08-05,2,outdoor,Art&cultureFestivals,"Comedy
Dance
Germanrock
Disco
Movie
Hardcore(Metal)
Hip-Hop
Art&culture
Metal
Punk
Rock
Ska
Sports",Hesse,"Bauernhof Rodensteiner Straße87 Nonrod, DE 64405",1000,49.0,49000.0
Hive Festival,2022-08-05,3,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)
Trance",Mecklenburg-Western-Pomerania,"Flugplatz Tutow Betriebs Gmb H Flughafenring31 Tutow, DE 17129",,70.0,
Praerie Festival,2022-08-05,3,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Trance",Mecklenburg-Western-Pomerania,"Zur Kleinbahn8 Galenbeck, DE 17099",,0.0,
Rockim Moor Festival,2022-08-05,2,outdoor,Rock,"Metal
Punk
Rock",Brandenburg,"Mellener Weg3 Karstädt, DE 19357",1000,20.5,20500.0
Seegeflüster Open Air Festival,2022-08-05,3,outdoor,Mixed,"Dance
Electro
ElectronicDanceMusic(EDM)
House
Schlagermusic",Saxony-Anhalt,"Strandsolbad Am Strandbad5 Staßfurt, DE 39418",1500,39.5,59250.0
Ferdinands Feld Festival,2022-08-06,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",LowerSaxony,"Flugplatz Rotenburg( Wümme) Zum Flugpl.44 Rotenburg( Wümme), DE 27356",15000,29.9,448500.0
M’era Luna Festival,2022-08-06,2,outdoor,Gothic,"Germanrock
Electro
Folk
Gothic
Metal
Rock",LowerSaxony,"Flugplatz Drispenstedt Am Flugplatz26 Hildesheim, DE 31134",25000,110.0,2750000.0
Dorfof Tomorrow Festival,2022-08-06,1,outdoor,Electronicmusic,"Dance
Electro
Goa
Hardcore(Electro)
House
Other
Trance",Baden-Württemberg,"Hergbstbachtalarena, Möckmühl- Korb Raiffeisenweg10 Möckmühl- Korb, DE 74219",1000,15.0,15000.0
Sandam Meer Festival,2022-08-06,1,outdoor,Electronicmusic,"Dance
Trance",Mecklenburg-Western-Pomerania,"Warnemünde Strand Strandweg Rostock, DE 18119",,19.0,
Vogelball Festival,2022-08-06,2,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)
Trance",Hamburg,"Ehemaliges MS Dockville Festival Gelände Alte Schleuse23 Hamburg, DE 21107",8000,44.0,352000.0
Moosenmättle Open Air,2022-08-06,1,outdoor,Rock,"Germanrock
Punk
Rock
Ska",Baden-Württemberg,"Moosenmättle Moosenmättle6 Wolfach, DE 77709",1000,17.0,17000.0
Flaeminger Kreativsause,2022-08-08,7,outdoor,Mixed,"Crossover
Art&culture
Other
Sports",Brandenburg,"Coconat Workation Retreat Klein Glien25 Bad Belzig, DE 14806",500,,
Brutal Assault Festival,2022-08-09,5,outdoor,Metal,"Hardcore(Metal)
Metal",CzechRepublic,"Festung Josefov Jaroměř, CZ 55102",15000,96.0,1440000.0
Rock Oz' Arènes Festival,2022-08-10,5,outdoor,Mixed,"Electro
Classicalmusic
Pop
Rock",Switzerland,"Römische Arenen Avenches, CH 1580",45000,,
Open Flair Festival,2022-08-10,5,outdoor,Mixed,"Hip-Hop
Pop
Punk
Rock",Hesse,"Mangelgasse19 Eschwege, DE 37269",20000,79.0,1580000.0
Szigit Festival,2022-08-10,6,outdoor,Mixed,"Electro
Pop
Punk
Rock",Hungary,"Óbuda Insel Hajogyari Sziget Budapest, HU 1138",400000,315.0,126000000.0
A L' A R M E Festival,2022-08-10,4,indoor,Jazz,"Jazz
Other",Berlin,"Radialsystem Holzmarktstraße25 Berlin, DE 10243",,81.0,
Waldfrieden Wonderland Festival,2022-08-11,4,outdoor,Electronicmusic,"Electro
Goa
Art&culture
Sports",Northrhine-Westphalia,"Bergstrasse32 Stemwede/ Wehdem, DE 32351",7500,,
Taubertal Festival,2022-08-11,4,outdoor,Mixed,"Germanrock
Hip-Hop
Metal
Pop
Punk
Rock",Bavaria,"Eiswiese Rothenburgobder Tauber, DE 91541",18500,,
Roccodel Schlacko,2022-08-11,3,outdoor,Mixed,"Hip-Hop
Metal
Punk
Rock",Saarland,"Sauwasen Saarlouiser Str. Püttlingen, DE 66346",28000,,
Party. San Open Air,2022-08-11,3,outdoor,Metal,"Metal
Rock",Thuringia,"Flugplatz Obermehler Am Flugplatz Obermehler, DE 99996",10000,95.7,957000.0
Keep It Real Jam,2022-08-11,3,outdoor,Reggae,"Africa
Pop
Reggae",Baden-Württemberg,"Messegelände Balingen Stetten1 Balingen, DE 72336",3000,65.0,195000.0
About You Pangea Festival,2022-08-11,4,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Mecklenburg-Western-Pomerania,"Ehemaliger Militärflughafen Pütnitz Flugplatzallee Pütznitz, DE 18311",,126.0,
Hütte Rockt Festival,2022-08-11,3,outdoor,Rock,"Metal
Pirate
Punk
Rock",LowerSaxony,"Bielefelder Str.16 Georgsmarienhütte, DE 49124",5000,57.5,287500.0
Bloodstock Open Air,2022-08-11,4,outdoor,Metal,"Metal
Rock",UnitedKingdom,"Catton Park Walton- On- Trent, GBD E128 LN",20000,,
Mind On Fire Festival,2022-08-11,4,outdoor,Art&cultureFestivals,"Africa
Dance
Germanrock
Electro
Funk
Goa
Art&culture
Latin
Reggae
Rock
Salsa",Hesse,"CVJMFERIENDORFHERBSTEINERNS T- KLOT Z- WE G1 HERBSTEI N, DE 36358",1500,99.0,148500.0
Helmfest,2022-08-11,3,outdoor,Metal,"Hardcore(Metal)
Metal",LowerSaxony,"Westendorf Büddenstedt, DE 38372",500,49.0,24500.0
Skandalös Festival,2022-08-11,3,outdoor,Mixed,"Electro
Art&culture
Pop
Rock",Schleswig-Holstein,"Hülltofter Tief Hülltoftweg Neukirchen, DE 25927",5000,120.0,600000.0
Summer-of- Love Festival,2022-08-11,4,unknown,Spiritual,"Dance
Art&culture
Latin
Pop
Reggae
Rock
Other
Trance",Northrhine-Westphalia,"Haus Abrahm Inder Dreesbach24 Hellenthal/ Eifel, DE 53940",50,180.0,9000.0
Sonne Mond Sterne Festival,2022-08-12,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Thuringia,"Wetteraweg2 Saalburg- Ebersdorf, DE 07929",35000,,
Rockden Lukas Festival,2022-08-12,2,outdoor,Rock,"Pirate
Punk
Rock
Ska",LowerSaxony,"Tarmstedter Ausstellungsgelände Wendohweg Tarmstedt, DE 27412",3000,,
pictureon Festival,2022-08-12,2,outdoor,Rock,"Crossover
Punk
Rock",Austria,"Festivalgelände Bildein Florianigasse1 Bildein, AT 7521",2500,,
Flow Festival,2022-08-12,3,outdoor,Mixed,"Electro
Gothic
Hip-Hop
Jazz
Punk",Finland,"Parrukatu2 Helsinki, FI 00540",58000,175.0,10150000.0
Hoflärm Open Air,2022-08-12,2,outdoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Heinzelmännchen Hofcafe Obersaltenberger Hof1 Marienthal, DE 57577",300,85.0,25500.0
Rock Am Wald Festival Nordbaden,2022-08-12,2,outdoor,Mixed,"Blues
Pop
Rock",Baden-Württemberg,"Sportplatzweg13 Eggenstein- Leopoldshafen, DE 76344",,,
Finkenbach Festival,2022-08-12,1,outdoor,Mixed,"Reggae
Rock
Ska
Other",Hesse,"Alter Sportplatz Finkenbach Beerfelder Straße13 Finkenbach- Oberzent, DE 64757",2500,54.5,136250.0
Woodbunge Festival,2022-08-12,2,outdoor,Mixed,"Crossover
Electro
Hardcore(Metal)
Metal
Punk
Rock
Other",Schleswig-Holstein,"Andrejs Garten Karksiek3 Holzbunge, DE 24361",400,30.0,12000.0
Antilliaanse Feesten,2022-08-12,2,outdoor,Dance,"Africa
Latin
Reggae
Salsa
Other",Belgium,"Antilliaanse Feesten[ Hoogstraten] Blauwbossen9 Hoogstraten, BE 2322",40000,100.0,4000000.0
Heimatzoo Festival,2022-08-12,2,outdoor,Rock,"Folk
Punk
Rock
Ska",LowerSaxony,"Oberhäuser Weg5 Schwarmstedt, DE 29690",1500,15.0,22500.0
Jamelrocktden Förster Festival,2022-08-12,2,outdoor,Rock,"Punk
Rock",Mecklenburg-Western-Pomerania,"Forsthof Jamel Forststr.13 Jamel, DE 23967",1500,,
Olgas Rock Festival,2022-08-12,2,outdoor,Rock,"Hardcore(Metal)
Metal
Punk
Rock
Ska",Northrhine-Westphalia,"OLG A- Park Vestische Str.45 Oberhausen, DE 46117",25000,0.0,0.0
Metal On The Hill,2022-08-12,2,indoor,Metal,"Hardcore(Metal)
Metal
Medieval
Rock",Austria,"Schlossberg Graz Grazer Schloßberg Graz, AT 8010",,89.99,
Böbing Open Air,2022-08-12,3,outdoor,Rock,"Crossover
Hardcore(Metal)
Metal
Punk
Reggae
Rock
Ska",Bavaria,"Sportgelände Böbing Tahlmühlweg22 Böbing, DE 82389",1500,50.0,75000.0
Fill The Void Festival,2022-08-12,3,outdoor,Rock,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",LowerSaxony,"Altes Haus Salzwedeler Str.30 Voitze, DE 38474",350,42.0,14700.0
Enzo Festival,2022-08-12,2,outdoor,Rock,"Blues
Crossover
Folk
Punk
Rock
Rockabilly
Ska
Other",Schleswig-Holstein,"Pommerholm Wagersrott, DE 24392",,45.0,
Alcatraz Festival,2022-08-12,3,outdoor,Metal,"Metal
Rock",Belgium,"Kortrijk, BE 8500",24000,174.5,4188000.0
Fokus Festival,2022-08-12,3,outdoor,Mixed,"Dance
Electro
Movie
Hip-Hop
Art&culture
Reading",Saxony,"RABRYKA Conrad- Schiedt- Str.23 Görlitz, DE 02826",2500,0.0,0.0
Musik& Stille Ueckermünde Festival,2022-08-12,3,outdoor,Mixed,"Africa
Dance
Germanrock
Electro
Folk
Latin
Pop
Salsa",Mecklenburg-Western-Pomerania,"Bellini Beach Strandweg13 Ueckermünde, DE 17373",500,70.0,35000.0
Wilde Möhre Festival,2022-08-12,4,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Art&culture
Reading
Sports
Trance",Brandenburg,"Creativ Center Göritz Göritz5 Drebkau, DE 03116",4000,,
Wutzrock Festival,2022-08-12,2,outdoor,Mixed,"Punk
Reggae
Rock
Ska",Hamburg,"Eichbaumsee Allermöhe Moorfleeter Deich524 Hamburg, DE 21037",5000,0.0,0.0
Ku T Sommerschlacht,2022-08-12,2,outdoor,Rock,"Germanrock
Rock
Ska",Mecklenburg-Western-Pomerania,"Schiessplatz Wakenstädt Gadebusch, DE 19205",500,25.0,12500.0
3000 Grad Festival,2022-08-12,3,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Trance",Germany,"Feldberger Seenlandschaft Kieskuhle Feldberg, DE 17258",,169.0,
Wellenbrecher Open Air,2022-08-12,2,outdoor,Mixed,"Punk
Rock
Ska",Thuringia,"Altes Freibad Wurzbach Am Wurzbächle Wurzbach, DE 07343",,56.0,
Voov Experience Festival,2022-08-12,4,outdoor,Electronicmusic,Goa,Brandenburg,"Mansfelder Chaussee Putlitz, DE 16949",5000,120.0,600000.0
Bergfunk Open Air,2022-08-12,2,outdoor,Mixed,"Hip-Hop
Pop
Rock",Brandenburg,"Funkerberg Königs Wusterhausen, DE 15711",3000,38.0,114000.0
Oderbruch Open Air( O B O A),2022-08-12,2,outdoor,Mixed,"Metal
Punk
Rock
Ska",Brandenburg,"Fort Gorgast Fort Gorgast Haus3 Küstriner Vorland, DE 15328",2500,0.0,0.0
Pferdefestival,2022-08-12,3,outdoor,Mixed,"Electro
Hip-Hop
House
Art&culture
Pop
Rock
Schlagermusic
Other",Rhineland-Palatinate,"Piesport Piesport, DE 54498",1500,69.0,103500.0
Funkloch Festival,2022-08-12,3,outdoor,Mixed,"Crossover
Electro
ElectronicDanceMusic(EDM)
Goa
Hip-Hop
House
Reading
Punk
Trance",Saxony-Anhalt,"Butterberg157 Osterwiek, DE 38836",1200,80.0,96000.0
Hellfest,2022-08-12,2,outdoor,Metal,"Blues
Crossover
Art&culture
Metal
Rock",Austria,"Naturpark Nordwald Scheiben40 Bad Großpertholz, AT 3972",400,0.0,0.0
Frequenzen- Festival,2022-08-13,1,outdoor,Mixed,"Electro
Funk
Hip-Hop
Jazz
Latin
Reggae
Rock
Ska",Schleswig-Holstein,"Rathausplatz Meldorf Zingelstr.2 Meldorf, DE 25704",,0.0,
Roots Up,2022-08-13,1,outdoor,Reggae,Reggae,Northrhine-Westphalia,"Odonien Hornstraße85 Köln, DE 50823",,26.5,
Steel Meets Steel Open Air,2022-08-13,1,outdoor,Metal,Metal,Northrhine-Westphalia,"Waldbühne Wartburgstraße115 Castrop- Rauxel, DE 44579",,0.0,
Rockim Tal Festival,2022-08-13,1,outdoor,Rock,"Blues
Country
Crossover
Germanrock
Folk
Funk
Hip-Hop
Metal
Pop
Punk
Rock
Rockabilly
Ska",Northrhine-Westphalia,"DERLETAL Ind. Dehlen Bonn, DE 53125",5000,0.0,0.0
Inlitore Festival,2022-08-13,1,outdoor,Electronicmusic,"Dance
Electro
House",Schleswig-Holstein,"Stinteck Deich Neuenkoog13, Westerdeichstrich, DE 25761",500,26.0,13000.0
Blues- Festivalam Blauen See,2022-08-13,1,outdoor,Blues,Blues,LowerSaxony,"Restaurantam Blauen See Campingplatz Garbsen Am Blauen See119 Garbsen, DE 30823",,0.0,
Summer Breeze,2022-08-17,4,outdoor,Metal,"Comedy
Germanrock
Folk
Gothic
Hardcore(Metal)
Metal
Medieval
Punk
Rock",Bavaria,"Dinkelsbühl, DE 91550",45000,169.0,7605000.0
Reload Festival,2022-08-18,3,outdoor,Metal,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",LowerSaxony,"Sulingen, DE 27232",12000,89.0,1068000.0
Kaltenbach Open Air,2022-08-18,3,outdoor,Metal,"Folk
Metal
Rock",Austria,"Spitalam Semmering, AT 8684",,78.75,
Obstwiesenfestival,2022-08-18,3,outdoor,Mixed,"Electro
Pop",Bavaria,"Lerchenberg Dornstadt, DE 89160",15000,0.0,0.0
Pukkelpop Festival,2022-08-18,4,outdoor,Mixed,"Electro
Pop
Rock",Belgium,"Kempische Steenweg Hasselt, BE 3500",189000,,
F M4 Frequency Festival,2022-08-18,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Punk
Rock",Austria,"Green Park Kelsengasse9 St. Pölten, AT 3100",200000,,
Stella Nomine Festival,2022-08-18,3,outdoor,Gothic,"Gothic
Medieval",Saxony,"Entenfang Torgau Entenfang1 Torgau, DE 04860",,66.6,
